,Package name,Reviewer name,Review,Rating
0,com.app.nexdo,A Google user,love app getting tired going many apps made go mad feature option etc would like suggest thing next update like able quantify copy certain task also changing order would good sorting alphabetically keep good work beautiful ui,4
1,com.app.nexdo,A Google user,really like app clean design simple usage neither reminder recurring task sad since app description describes feature part app task complete amount work complete task counter still show total amount task completed well completed looking forward update edit add button hide task right bottom done,2
2,com.app.nexdo,A Google user,ok super minimal interface similar writing sticky note four star drag drop order way see task sure set reminder really see added list functionality addition sticky note user interface otherwise great looking easy use app,4
3,com.app.nexdo,Manuela G.D,using uninstalling many app couple year hand best came across simple light space includes dark mode plus ad included wrap mind free keep writing paper find app convinced got thanks amazing app still figuring change hey friend name,5
4,com.app.nexdo,A Google user,liking app however think feature say eg could find sub task daily weekly planner next seven day calendar view add due date list calendar scheduler add priority karma point trend currently add edit remove task mark unmark task completed move task notification bar count character dark mode missing something,3
5,com.app.nexdo,Akash Das,beautifully designed app many useful feature kudos dev keeping free without ad clean experience user desire like request add feature input due date personal preference,5
6,com.app.nexdo,A Google user,simplistic app add item see current list item item added sometimes appeared twice archive way restore previously completed task even deleted accidentally several item needed simply disappeared serious problem day item current today way add item tomorrow another time uninstalled,3
7,com.app.nexdo,Wattanakarn Vladimirova,minimalist app created genius well developer managed cram application size one fivem necessary sufficient functionality general brief lot small large case good third constantly forgetting application really help nice application interface cool animated animal look funny modern,5
8,com.app.nexdo,A Google user,probably best todo list ever downloaded app purchase ad best function work course every app downside one would like task group organise task two making task bit confusing,5
9,com.app.nexdo,A Google user,best ever interface experience far thing list mean sometimes want remember got something dumb thing done interface asthetically minimal necessory configuration turn dark theme option one thing would die widget thingy cute phone ahh,5
10,com.app.nexdo,A Google user,could use recurring task simplistic design app perfect edit okay well look like app early stage excited feature described description,5
11,com.app.nexdo,A Google user,basic isnt much difference app writing stuff paper wish would way set reminder maybe add countdown timer task included app work well could much,2
12,com.app.nexdo,Reybhan April Panti,really love sleek minimalist app although lack lot feature like reminder sub task note would great developer add feature make pro version app task access locked screen would definitely invest feature,3
13,com.app.nexdo,A Google user,nexdo simple nice app add task totally love ui rated three star bcoz would good app option add note task automatic reminder option hope see add ons next update,3
14,com.app.nexdo,Jonathan Marshall,super simple wanted see people complaining x z might well use paper carrying notepad neither simple list account ad complex setup love,5
15,com.app.nexdo,Daniil Tsivinsky,cool simple todo app also problem example splash screen svg icon resizes start also good make background color dark theme lighter greyish thanks simple todo application,4
16,com.app.nexdo,Alexandra Hindley,enjoy using easy use got lot need put nexdo spin stop whatever land well chore stopped getting overwhelmed everything need one day nexdo pick easy use faffing write want tick finished particular job really happy fave app,5
17,com.app.nexdo,A Google user,great app love simplicity design problem adding text based todo hit back icon add task annoying better way,5
18,com.app.nexdo,shivam kedar,loved ninety app suggest improvement make app perfect one sorting task order two making easy check box increasing size tick box maybe,4
19,com.app.nexdo,Mayur Gadhiya,doubt ui great app functionality trash add task app even delete previously added task category task order need overall looked like alpha version list apps need add lot feature,1
20,com.app.nexdo,Matt Cooper,simple clean effective need aesthetically appealing manner without clunky feature apps well done,5
21,com.app.nexdo,A Google user,lovely interface really easy use wish option add home screen widget probably best list app used,5
22,com.app.nexdo,Nazmeen Sk,loved simplicity reason cannot add widget home screen used fair amount apps widget feature matter bad,4
23,com.app.nexdo,A Google user,appearance great sub task date time setting restore completed advanced feature sharing web interface folder etc love crisp text style lot come,3
24,com.app.nexdo,Ashwin Kumar,widget would much appreciated looking app clean minimal app exactly needed noticed widget big turn please add widget,3
25,com.app.nexdo,nova somar,clean beautiful ui suggestion future update one possibility manually arraging tab two account syncing backup,5
26,com.app.nexdo,Avril Erin,simple list suggestion next update add editing pencil avoid accidentally delete note add bold italic underline strike function better,4
27,com.app.nexdo,A Google user,ui good current app description lie make list add note reminder well,3
28,com.app.nexdo,A Google user,sleek design minimalistic integral feature long tap activate voice text asked anything better,5
29,com.app.nexdo,Junaid Bhat,really useful always frustrated apps hour progress chart blah blah blah app found simplicity really getting thing done,5
30,com.app.nexdo,A Google user,overall app good simple interface like problem allow mention time day task,4
31,com.app.nexdo,A Google user,really simple easy use bothering sign stuff simple nice great work dev built using flutter know seems like one made flutter,5
32,com.app.nexdo,A Google user,simple sweet please add support syncing across device ability add subtasks,5
33,com.app.nexdo,A Google user,everything beautifully designed simple yet effective issue reordering possible really hope able reorder list next update love,4
34,com.app.nexdo,Udai tiwari,simple point give block view task add task google speech use everyday task,5
35,com.app.nexdo,Shashank Srivastava,best list app simplest easiest add unwanted option really appriciate kind work,5
36,com.app.nexdo,SANIYA JAVED,clean app unnecessary feature easy use category option categorize task would good,4
37,com.app.nexdo,Shrihari,best todo every todo complex add many thing needed nexdo perfect hope keep simplicity minimalist,5
38,com.app.nexdo,Rυƈԋι Sιɳɠԋαɳια,well u know nice like date timing adjustment like want task specific date tomorrow maybe date timing thingies reminder,3
39,com.app.nexdo,Sreejita Sarkar,app nice creating list showing task hope problem would fixed future,2
40,com.app.nexdo,A Google user,first wrote task added another task tapping showing right name side showing name task pathetic app,1
41,com.app.nexdo,Tanish Pashte,personally liked app lot trying much apps quite simple loved minimal ui one thing please add feature separate completed task way great job devs,4
42,com.app.nexdo,Rajat Singh,super simple clean minimalistic freaking ad needed long,5
43,com.app.nexdo,A Google user,gorgeous ton potential fully migrate yet keeping installed see thing go,4
44,com.app.nexdo,A Google user,smooth super easy use need additional option keep simple guy,5
45,com.app.nexdo,A Google user,pleasant ui easy use b work time without failure stan,5
46,com.app.nexdo,Angela Hernan,would love rate five star since schedule option deadline pretty ui definitely recommending app friend btw would make another app pls make pomodoro timer,4
47,com.app.nexdo,Tplay Monteiro,perfect simple light easy interface complaint anxious next app developer,5
48,com.app.nexdo,A Google user,best list app want set notification hold task written setting,5
49,com.app.nexdo,A Google user,good would lot better tick task top say task left remaining would satisfying watch,3
50,com.app.nexdo,A Google user,elegant super clean use adding support adaptive icon would better though,4
51,com.app.nexdo,Sharath S,excellent app need add new feature soon pretty sure saw hide completed task button useful find,3
52,com.app.nexdo,7 Bangtan Disaster,good finish task delete continually going back home screen idk happened still really awesome app love,4
53,com.app.nexdo,A Google user,good job really loved design simplicity please add feature rearrange task,5
54,com.app.nexdo,Somya Sarathi Samal,really loved simplicity app great u add widget also make easier review task,4
55,com.app.nexdo,Richard Camiña,minimalist functional app though wish built pomodoro timer would perfect,4
56,com.app.nexdo,Sejal Yadav,best app making list know people use notion todoist fill storage app better apps two mb mean take much space,5
57,com.app.nexdo,Mishti Mehta,amazing minimal note app mind blowing aesthetic deserve five hope see deserving app get popular someday,5
58,com.app.nexdo,Christianah Adeyemo,simple use ui definitely recommend anyone want simple use list,5
59,com.app.nexdo,A Google user,superb app simple an best startup animation laughing hard praising idea great simple app much thanks developer made app love wish every developer make simple apps like developer,5
60,com.app.nexdo,Ali,love simple minimal list able categorize task,5
61,com.app.nexdo,A Google user,nicest app ever icon adaptive bringing adaptive acon would nice btw great work,5
62,com.app.nexdo,A Google user,good app think would good could time task anyway helped alot,5
63,com.app.nexdo,Jordion Sahadeo,amazing app clean decent interface ad app purchase way app need scheduled reminder,5
64,com.app.nexdo,A Google user,good app would better u add option add task bulk reference u could see option splend list app please make available app also thank u,4
65,com.app.nexdo,A Google user,management reminder simple todo list comment subtask reminder category bad app,1
