,Package name,Reviewer name,Review,Rating
0,kolmachikhin.alexander.breakbadhabits,Jared McFarland,"Pretty good and simple app for tracking a bad habit :) I will say though that often times the ""name of habit"" will display on a widget, but the ""time since"" will not display unless I adjust the size bigger and then back to small (1×2). Not sure what is causing that :/ Also one thing I would like to see added is options for the widget to make it look a bit nicer; like maybe having the habit icon on it somewhere, or some centering. Maybe the option to display the habit icon instead of the name",4
1,kolmachikhin.alexander.breakbadhabits,Pedram Hashemi,"Decent app, but I see great potential here! I have many auggestions for your app: 1. the ability to change the order of habits in app 2. categorizing habits can also be grat 3. add colors to logos of habits! they will make the app more aesthetically pleasing. 4. people may wants to not seeing the name of their habits on widget (may be they are ashamed of the habit and afraid other people see them) add a feature to hide or change the name on widget. 5. backup! Great app btw. Thank you.",4
2,kolmachikhin.alexander.breakbadhabits,Sandra Tewson,There's no motivation to help you achieve your goal and nothing to support how well you're doing if you are achieving. It's a little unsatisfying actually - no sense of accomplishment.,2
3,kolmachikhin.alexander.breakbadhabits,Yj gg,It is an awesome app but wish some improvements to be made to be perfect! 1. Backup: will be very demotivated and upset if currently running stopwatch get reset or lose all my abstinence records. I am planning to use this app for years and wish all the records(efforts) I will make to be saved safely and can be seen on the graph. 2. Widget design&color... please!! 3. Widget to be automatically refreshed every minute. 4. the time spent on the addiction not to be included in the abstinence time.,5
4,kolmachikhin.alexander.breakbadhabits,Savannah Sexton,"Simplistic. Does what would be needed. With the free version you can just have 2 habits and just see how long since you last broke them. If you want the statistics and calendar stuff shown in their pictures, you have to pay $0.99 for the full version (one time).",4
5,kolmachikhin.alexander.breakbadhabits,Val Rose,"Edit: THANK YOU to the creator for updating it and enabling editing the Abstinence time period! This app is absolutely perfect and amazing now!!! 😊💕👍 Old review: I really love this app! I paid for the full version which was like $2.00 oneoff~ Its perfect and simplistic, exactly what I was looking for. It's brilliant and much better than other breaking habits apps. And it has icons for each habit that you can edit~ I love it lol Highly recommend~",5
6,kolmachikhin.alexander.breakbadhabits,Rodrigo Silva Santos,"It's very minimalist, but unfortunately I miss some more functions.",5
7,kolmachikhin.alexander.breakbadhabits,Rafiul Islam,Such a nice app and its free!!!! Thanks to the developer. Keep up the good work,5
8,kolmachikhin.alexander.breakbadhabits,J D,Purchased it three times with valid card and it charged me all three times! App is constantly throwing the error after the purchase with valid card. I am still left with demo version of App despite the fact I paid for it three bloody times! UNINSTALLING NOW!,1
9,kolmachikhin.alexander.breakbadhabits,KDi,Let me created more than two habits and have statistics. The best app for me that i found,5
10,kolmachikhin.alexander.breakbadhabits,Mark B. Odom,Not great. No way to backdate. It's like a stopwatch with captions. There must be better ones than this.,1
11,kolmachikhin.alexander.breakbadhabits,Isma'il Mustafa,Thank you for building useful apps.,5
12,kolmachikhin.alexander.breakbadhabits,Dominic Burns,"Exacrly what I wanted! Easy to use, no ads and statiatics!",5
13,kolmachikhin.alexander.breakbadhabits,Byg bird,"It's too simple app , app is empty from inside nothing is there , many changes required",2
14,kolmachikhin.alexander.breakbadhabits,A Google user,Super minimalist which is exactly what I needed.,5
15,kolmachikhin.alexander.breakbadhabits,20 44,bug: the application crashes when you click on the date selection of the event.,5
16,kolmachikhin.alexander.breakbadhabits,K Hannum,Review pending till able to access. Wish this also allowed to establish new good habits.,3
17,kolmachikhin.alexander.breakbadhabits,kelechi nwankwo,"This app is simple and easy to use. It's me again Alex, I take it you haven't reconsidered my marriage proposal?",5
18,kolmachikhin.alexander.breakbadhabits,m,"Boombaddaboom you can guess what IL say... IT'S PERFECT!! I saw the other ratings and turns out this creator isn't a cyberbully!! Love ittt. Amazing I see how long it took to code this_5 stars from me, you deserve it! 😊",5
19,kolmachikhin.alexander.breakbadhabits,Alissa Martin,"Can I change the start time at all, not just reset the time??",3
20,kolmachikhin.alexander.breakbadhabits,A Google user,Pay for dark theme?? What is up with that. Uninstall now!,1
21,kolmachikhin.alexander.breakbadhabits,Natalie Cardot,Very sleek and nice! Great app to have,5
22,kolmachikhin.alexander.breakbadhabits,Sharif I.,"It has a limit of habits, which is bad, useless, uninstalled.",1
23,kolmachikhin.alexander.breakbadhabits,A Google user,Thanks for ur hard work,5
24,kolmachikhin.alexander.breakbadhabits,A Google user,it didn't have nail biting,2
25,kolmachikhin.alexander.breakbadhabits,SANDIP BAG,Nice. I love it.,5
26,kolmachikhin.alexander.breakbadhabits,Steve Grove,It s a useful app,5
27,kolmachikhin.alexander.breakbadhabits,Mohammad Wasif Uddin (Sifat),good,5
28,kolmachikhin.alexander.breakbadhabits,Coral GR,"La compré, y marca problema en los widget. NO PAGUEN",1
29,kolmachikhin.alexander.breakbadhabits,soroush mohammadi,Awesome!,5
30,kolmachikhin.alexander.breakbadhabits,A Google user,Good,4
31,kolmachikhin.alexander.breakbadhabits,Nouon Raccoon,Nice app,5
