,Package name,Reviewer name,Review,Rating
0,com.app.nexdo,A Google user,I love this app. I was getting tired of going through so many to-do apps that made me go mad through all the features and options etc. I would like to suggest a few things for next updates. I'd like to be able to quantify or copy certain tasks. Also changing their order would be good. Sorting alphabetically. Keep up the good work! Beautiful UI.,4
1,com.app.nexdo,A Google user,"I really like the app (very clean design and very simple usage) but there are neither reminders nor recurring tasks. That's so sad, since the app's description describes this features as part of the app. The ""task to complete"" amount doesn't work. When I complete tasks the counter still shows the total amount of all task, not completed as well as completed. I am looking forward for updates. Edit: the add button hides the task at the right bottom so you can't done it.",2
2,com.app.nexdo,A Google user,"Ok, super minimal - interface very similar to writing sticky notes. 4 stars because I can't drag/drop to re-order the way I see the tasks. I'm not sure how to set reminders and I really don't see any added list functionality in addition to the sticky note user interface. Otherwise, great looking and easy to use app.",4
3,com.app.nexdo,Manuela G.D,"Been using -and uninstalling- many to-do's app for a couple of years and hands down this is the best I came across: simple and very light in space, AND includes a dark mode. Plus, no ads included. Can't wrap my mind that is free. I do keep writing my to-do's in paper because I didn't find any app that convinced me. Here you got me, thanks, amazing app!! Still figuring out how to change the 'Hey, friend' for my name 😅",5
4,com.app.nexdo,A Google user,"I am liking this app. However I don't think it has all the features, it says it has. For eg. I could not find - Sub-tasks, Daily /Weekly Planner, Next 7 Days calendar view, Add due dates to your to-do list with calendar scheduler, Add priority, Karma points, Trends. Currently, I can only, Add/edit/remove a task, Mark/unmark task completed, Move task to notification bar, Count no. of characters, Dark mode. That's it! Am I missing something?",3
5,com.app.nexdo,Akash Das,"A beautifully designed app which has many useful features! Kudos to the dev for keeping it free without any ads. Above all a clean experience, which a user desires. I'd like to request you to add a feature to input due date, just a personal preference.",5
6,com.app.nexdo,A Google user,"+/- Very simplistic, when in the app you can add an item, and see the current list of items. - items added sometimes appeared twice - no archive, no way to restore a previously completed task (even when deleted accidentally) - several items I needed simply disappeared (this was a serious problem that day) - all items are current, for today. - No way to add an item for tomorrow or another time. I have uninstalled it.",3
7,com.app.nexdo,Wattanakarn Vladimirova,"Minimalist app created by genius :) Well, how did the developer managed to cram into the application size of 1.5M such a necessary and sufficient functionality? In general, I will be brief - if you have a lot of small and large cases, a good third of which you are constantly forgetting, the application will really help you. Very nice application interface - all these cool animated animals look very funny and modern.",5
8,com.app.nexdo,A Google user,"This is probably the best ToDo list I have ever downloaded it does not have in-app purchases, there is no ads and the best function of all it just works! But of course every app has it's downsides 1. I would like to have task groups so I can organise my tasks and 2. Making tasks is a bit confusing",5
9,com.app.nexdo,A Google user,It is best ever interface I have experience so far ... of any thing that lists to-do(s) ... means ... sometimes you just want to remember that you got a something to do ... not when this dumb thing has to be done! ... The interface is asthetically minimal ... only necessory configuration ... (only turn-into-dark theme option) ... One thing ... I would die for it ... if it had only a widget thingy on my cute phone ... Ahh!,5
