,Package name,Reviewer name,Review,Rating
0,com.habitrpg.android.habitica,Ivan Martinez,"I'm enjoying the app so far. I couldn't figure out how to make a group for my family and close friends. It seems like the Party feature isn't customizable and the Guild feature requires currency which I'm not that far into yet. Also, I find it annoying that I can't organize my tasks by dragging it around the way I see fit. The filter is the only option which I have to redo that everytime which gets a little annoying. Overall, I'm enjoying this app as it did help with my productivity.",4
1,com.habitrpg.android.habitica,Aaron Kaufman,"I really like the app overall - it's well made and i enjoy the UI. One thing though - the ""monthly, day of week"" Daily function spans multiple surrounding days rather than only Saturday, for example. So that might be a hard hit for users hoping to use that. I would also love being able to preemptively pause a daily for when I'm on vacation, out of the normal rhythm, etc! EDIT: for pausing specific dailies, a great feature would be for specific ones, in addition to the all-at-once option",5
2,com.habitrpg.android.habitica,M Smith,"I really really dispise apps that require you to be connected in order to use them. There's no reason for it. I'm a professional pilot which means if I can't check off habits while I'm at work, and I cross into midnight in whatever time zone, I lose points making the whole game pretty lame. There is no need to have to be connected in order to check off habits.",1
3,com.habitrpg.android.habitica,Mary Blackberry,"It's useful and it's fun, I haven't seen an add in the weeks I have been using it so far. It was time consuming to set up all my tasks but once set up it's great. The only issue I have is with the glitches, when I first go to check things off it moves the list around and checks off the wrong tasks but it's easy to fix, just annoying that it happens every single day.",4
4,com.habitrpg.android.habitica,Cody Harold,"Just downloaded yesterday, so far so good. I just wish I could customize the date options a bit more. For example, I would like to do a task 2-3 times a week, and the only way I can currently put it into the habit tracker is by selecting the specific days to do the task on, which isn't realistic for me. I'm also using this for cleaning tasks, one I'd like to do biweekly, which also isn't an option currently. Overall really cute app that's very motivating for self care and chores.",4
5,com.habitrpg.android.habitica,Stryder Hudlow,"I've had this app for almost 3 years and I can sincerely say that it's borderline perfection. You can customize it to your hearts content, the motivation potential is massive, a great example of this is my tasks to deal with projects, to-dos, learning, exercise, and so much more every single day. It's basically the only reason I'm even close to a high schooler/pseudo college student depending on the subject. Try it out for a few months, you'll get sucked into productivity like never before!",5
6,com.habitrpg.android.habitica,Whoza,"A strong three and a half. It definitely helps me with managing and doing tasks, to an extent. It REALLY helps me most on my daily tasks (like taking meds, brushing my teeth). However, after using it awhile, it does seem to plateau. I do recommend as it's quite helpful, but ultimately feels a little lacking. I would love to see the ability to trade items with your party, and to be able to use your gold to buy food for your pets!",3
7,com.habitrpg.android.habitica,Rachel Blandon,"It has some strong features (like the party system) but overall the gamification aspect suffers due to lack of organization and customizability, especially on mobile. For example, the equipment is shown as a mere list of items and you have to scroll through every row to find what you want. There's also the problem with the Tavern and the moderation system. I find it very annoying that moderators will come down on users for the slightest offense, and then leave a public notice shaming them.",3
8,com.habitrpg.android.habitica,Rachel Kaelin,"One of the first and remains one of the best. Turns your to-do list into an RPG. You earn items, pets, and customization options. It's fun to join friends in parties and attack bosses together, then dress yourself like a fish. Uses more negative reinforcement, which i don't care for, but there are ways to mitigate the effect because everything is so customizable. Endgame is frustrating because upward growth becomes stymied after a while, but character can be reset, and updates are constant.",5
9,com.habitrpg.android.habitica,Nasim Faridnia,"I've had the app for more than two years. The quest feature is great for staying motivated. The to do list widget and support of markdown are also big advantages. I wish there was a better feature for getting an overview of how we've done in a week, like with charts and graphs. Another suggestion is adding a Pomodoro timer for each task.",4
10,com.habitrpg.android.habitica,Reilly Henson,"I wanted to find a to-do list app that would give you a little ""celebration"" when you checked something off, for those times when it's hard to stay motivated. Habitica is that, plus so much more! It's fun to use, and can be as simple or as in-depth as you choose. It's a great way to stay organized, and to keep yourself from procrastinating too much. You can really tell that the developers enjoyed making the app, which adds to the charm.",5
11,com.habitrpg.android.habitica,vishnu narang,The user experience is terrible. I just couldn't figure out how to get a daily habit going. Never got a reminder after I created a task a month or more ago. I may have not set it up correctly but that's the user experience problem. It's not intuitive at all. I'm willing to try it again if the design and ux changes and it becomes more intuitive,2
12,com.habitrpg.android.habitica,Enzo P,This app has given me the boost to my drive allowing me to complete a lot more. There's a few minor quality of life changes that could make it better like: adding different color tabs for each task based on it's difficulty (i.e. trivial=yellow; easy=orange; etc.). Hope to see this app grow and reach more people the way it's reached me and my friends.,5
13,com.habitrpg.android.habitica,Rose,"Habitica is a super cool concept developed by people who know what they're doing in terms of code and game design, but fall short on UX design specifically for the app. There are so many features, it's hard to organize them well in the app. Highly recommend the desktop version, still recommend this app but just not as much.",4
14,com.habitrpg.android.habitica,Fletcher B,"This is amazing. Its so cool, a rpg but with doing habits is the way to level up and attack bosses is amazing! If I could add one thing to this it would be customisable achevments One example is [grass slayer] where you mark it on a habit that's to mow the lawn and you can set the goal amount at 100 meaning you need to check off that habit 100 times This achevent system will rather need a self checking to set the amount of exp and gold, or just none and is just for showing off.",5
15,com.habitrpg.android.habitica,Coati Maxheimer,"This app is amazing! It's been so helpful to my ADHD so far. My only gripes are that, occasionally, there are glitches that make it so if you drag to reorder something it goes farther than it's supposed to, and it will display the habits as a different habit than it is. These are easy to fix by restarting the app, though. I also really want a way to copy a to do, habit, or daily so that I don't have to rewrite a long check list on a to-do that only appears again on an irregular basis.",4
16,com.habitrpg.android.habitica,Jason Carwile,"Has been great, love the app. One recommendation: I would like to see the dailies have a scheduling option that allows a range of dates for a monthly task, such as a report that needs done sometime during the first week of the month but not having that daily give damage for not completing it until you fail to complete by the end and once it's checked for the week it doesn't show up again until the next month.",4
17,com.habitrpg.android.habitica,H Grootonk,"The app is cute and a fun idea but i have had no success from gameifying my life. If it doesn't help build habits, what's the point? I would focus on better methods than trying to trick your dopamine-starved brain into doing boring or unpleasant tasks easily. It doesn't seem to work for very long once the novelty wears off. 🤷",2
18,com.habitrpg.android.habitica,A Google user,The concept is great and it's a fun way to keep track of your habits. My only gripes are: -I wish there was a better way to see habit streaks. The number is cool but if we could see it on a calendar like view I think that would be helpful. You could miss a day and if streaks aren't set to reset the number remains unchanged. -Better explanation of the colors on streaks. I still don't know what they mean (going to Google it). -You can't use rogue skills because you get a blue screen.,3
19,com.habitrpg.android.habitica,A Google user,"Very creative and useful app. It has a LOT of potential, but it needs a lot of work still. You should be able to scale tasks more dynamically, as huge tasks should give huge rewards but tiny tasks should give tiny rewards. One idea would be to allow users to select the scale of the task, from choices such as ""long-term,"" ""short-term"" and ""daily"" each with very different rewards.",5
20,com.habitrpg.android.habitica,Asja Misner,"The idea behind the app is incredibly unique and exciting, and the retro graphics tap into the old-school cool factor. However, the ""game"" part is way too complicated because there are hundreds of parts and animals and food and potions and clothing and quests, and none of it is actually explained nor is there a clear path to follow. Because of that, it was off-putting so I tried for a week and decided that the original idea and purpose of the app is what I need, but not this one. 💙",3
21,com.habitrpg.android.habitica,A Google user,"I really like the concept of this app, the style, the features, and it has done its part in motivating my studies and organizing my life. However, the app needs some serious redesigning. The layout is difficult to navigate and the chat function is almost useless. The way challenges are organized could also use improvement. All in all, I like using it (make an account a month ago), but the functionality needs to be improved",4
22,com.habitrpg.android.habitica,Chee- “Nickname” Rex,"This app is awesome for encouraging habits since it is satisfying to progress like a game. I love the pets we can get. If I could find a thing to improve, it would be adding an option for a separate to do list for ""today"" and ""later."" That way every morning, we can choose a few to-dos for today from our long list. Also, sometimes the app says I have no habits, dailies, to-dos, etc. when I open it, so I have to reopen the app to get them to show up.",5
23,com.habitrpg.android.habitica,A Google user,"Great concept, but there are numerous issues that I found right off the bat. The main one for me was the fact that, once you pick a subject for your journey you can never go back and change that. I mean, there are multiple journey subjects to choose from and maybe I want to focus on one aspect of my life at a time. The app treats life like a game, after all and most games allow you to start over with different settings. Starting over in THIS game requires you to uninstall the app, reinstall the app and then create a brand new account. Kind of silly and frustrating to boot. Check out the Level Life Up app instead. It has a much better platform.",3
24,com.habitrpg.android.habitica,A Google user,"Motivation is by far the hardest aspect to tackle when it come to these types of apps; especially when they're apps that you can shut down at a moment's notice.  This app however, brings out the best in you by rewarding you in points that you can use to buy inventory for your ""quests."" At first, I felt skeptical because I believed that I would waste all my time playing the rpg version of this game more than my tasks, but all was well when I figured out that the ""quests"" are actually completed behind the scenes and are only dictated by your ability to stay on track.  You control your character, without actually wasting time controlling it...brilliant!",5
25,com.habitrpg.android.habitica,JJ Barajas,"It's a great app for shaking out the mind fog, really cute as well. It's a little overwhelming at first, but makes sense after spending time with it. It would be cool if the app had different skins, 8 bit is nice but 16bit would look even better. An opportunity for aesthetic user generated content perhaps? I'm only leaving off a star because sometimes it glitches and won't show any of your tasks.. you have to close and reopen, and in some cases clear the cache. Very annoying.",4
26,com.habitrpg.android.habitica,A Google user,"Ive had this app before and it didnt really help me then, but I'm using it again with much better results already after just a few days. I normally don't write reviews, but when I started having issues from basically accidentally setting up two accounts, i ended up sending a bug report and got it all situated by the end of the day and without losing any of my progress. Super happy with the help i received on my issue and love the way the app is set up not only for convenience, but also for fun!",5
27,com.habitrpg.android.habitica,Catherine Tran,"Good concept but seems a bit buggy so far. The positive/negative setup is not the most intuitive thing to figure out, as well as some other features. While trying to initially set up my tasks, I tried to adjust the streaks, and it would not save my adjustment. So idk. The app could use some more QA I think, & maybe some work on UX? Hoping it all gets better over time. The character creation is cute and I like the reward aspect of it.",3
28,com.habitrpg.android.habitica,Kimberly S.,"I like it, I really do. But it keeps resetting so that I can't see my progress. A habit will go from +3/-1 to 0/0. It's a bit annoying. I got this so I could show myself that I'm succeeding more often than failing, but it's annoying to have it constantly reset. I found myself a little fix, where I screenshot it every time, but that messes with my leveling up. I want to gain points by completing things and gaining habits. I don't want to double that by trying to fix it all the time.",3
